publication_year,original_title,authors,one_star_reviews,two_star_reviews,three_star_reviews,four_star_reviews,five_star_reviews
2012.0,Discover an Incredible Life in an Ordinary World,Bob Goff,546,1087,3742,7584,14467
2003.0,The Intelligent Investor,"Benjamin Graham, Jason Zweig, Warren Buffett",419,894,4321,10529,16029
2001.0,The Universe in a Nutshell,Stephen Hawking,197,793,4505,9792,9920
2011.0,The Heroes,Joe Abercrombie,194,696,3918,11010,13649
1916.0,The Real Mother Goose,Blanche Fisher Wright,275,829,4913,8055,17975
1893.0,An Ideal Husband,Oscar Wilde,272,1045,6685,12772,10687
1591.0,The Tragedy of King Richard the Third,"William Shakespeare, John Jowett",545,2222,8272,12044,11527
2014.0,After,Anna Todd,3671,3432,6845,9557,14855
2008.0,Fire Study,Maria V. Snyder,598,2800,10233,15772,15323
2000.0,The Human Stain,Philip Roth,616,1658,6136,10447,7161
2014.0,The Bane Chronicles,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Cassandra Jean",562,1289,6521,14344,19112
2004.0,The Narrows,Michael Connelly,95,556,5795,14709,10050
2011.0,The Opportunist,Tarryn Fisher,947,1688,5340,12879,20887
1994.0,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",Jon Kabat-Zinn,386,971,4616,9545,10553
1988.0,キッチン [Kitchen],"Banana Yoshimoto, Megan Backus",494,2020,8075,12057,8345
2003.0,Robert Ludlum's The Bourne Legacy,Eric Van Lustbader,547,1340,6190,9529,7021
1989.0,A Kingdom of Dreams ,Judith McNaught,486,1153,5288,11131,18006
2010.0,Ship Breaker,Paolo Bacigalupi,969,2439,9270,13610,7989
2004.0,Gregor and the Prophecy of Bane,Suzanne Collins,235,691,5583,12541,13077
2006.0,Beach Road,"James Patterson, Peter de Jonge",576,1884,7938,10120,7907
2011.0,The Name of the Star,Maureen Johnson,933,2360,9197,15774,12693
1839.0,Nicholas Nickleby,"Charles Dickens, Mark Ford",671,1886,8152,12330,10345
2008.0,Dean Koontz's Frankenstein: Prodigal Son Volume 1 (Frankenstein),"Dean Koontz, Kevin J. Anderson, Chuck Dixon, Brett Booth",588,1255,4603,7798,11155
1762.0,Du contrat social: ou Principes du droit politique,"Jean-Jacques Rousseau, Maurice Cranston",591,2070,7813,9998,6875
2008.0,Chains,Laurie Halse Anderson,584,1291,5870,13084,13132
1948.0,El túnel,Ernesto Sabato,385,1433,5352,10494,10592
1787.0,The Federalist,"Alexander Hamilton, James Madison, John Jay, Philo-Publius, Clinton Rossiter, Charles R. Kessler",448,1394,5786,9205,11187
2007.0,Keeping You a Secret,Julie Anne Peters,807,1750,5505,7501,10912
2014.0,Storia della bambina perduta,"Elena Ferrante, Ann Goldstein",185,496,2930,9876,15884
2008.0,The Disreputable History of Frankie Landau-Banks,E. Lockhart,1129,2708,9298,14421,11280
2009.0,The Postmistress,"Sarah Blake, Orlagh Cassidy",1474,5324,13532,11074,3867
2010.0,Rise of Empire,Michael J. Sullivan,110,381,3016,11157,14168
2008.0,Tweak: Growing Up On Methamphetamines,Nic Sheff,517,1603,5687,8442,8748
2012.0,The Rook,Daniel O'Malley,560,1317,4788,12909,13048
2004.0,The Looking Glass Wars,Frank Beddor,819,2286,8286,13789,12813
2008.0,The Other Queen,Philippa Gregory,824,3452,11431,12245,7438
2009.0,Labor Day,Joyce Maynard,732,2560,9538,11085,4251
2010.0,I Shall Wear Midnight,Terry Pratchett,128,549,4334,12431,18161
2013.0,Beautiful Player,Christina Lauren,267,901,4736,14247,24201
2009.0,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration","Ed Catmull, Amy Wallace",470,847,3829,9949,14002
1995.0,El diario de Frida Kahlo: Un íntimo autorretrato ,"Frida Kahlo, Carlos Fuentes, Sarah M. Lowe",1971,1772,4236,6585,10751
1982.0,Creepshow,"Stephen King, Bernie Wrightson, Michele Wrightson",750,1503,5768,7734,12674
2011.0,Harry Potter Page to Screen: The Complete Filmmaking Journey,Bob McCabe,477,480,2151,4630,19872
1996.0,Gods and Generals,Jeff Shaara,402,1081,5241,10527,9890
2008.0,The Darkest Pleasure,Gena Showalter,254,933,5776,12901,19602
1986.0,Many Waters,Madeleine L'Engle,450,1712,7615,12828,12795
2003.0,"Panda Bear, Panda Bear, What Do You See?","Bill Martin Jr., Eric Carle",297,1047,5177,7085,14111
2011.0,Love You More,Lisa Gardner,177,688,5104,13435,11797
1982.0,War Horse,Michael Morpurgo,311,1148,5520,11838,12774
1977.0,The Grouchy Ladybug,Eric Carle,484,1371,5582,7594,12207
1994.0,A Drink Before the War,Dennis Lehane,331,1108,6521,13083,8508
2007.0,Heartsick,Chelsea Cain,719,1568,6888,11291,9751
2012.0,Edenbrooke,Julianne Donaldson,306,744,3395,9743,16032
2013.0,The Perfume Collector,Kathleen Tessaro,331,967,5627,12714,7791
2012.0,"Seduction and Snacks (Chocolate Lovers, #1)",Tara Sivec,1308,2351,6542,12693,21361
2013.0,,Wendy Higgins,446,1254,5426,12356,20260
1997.0,Reliquary,"Douglas Preston, Lincoln Child",184,1173,7109,12384,10156
2001.0,"Blood, Bones and Butter: The Inadvertent Education of a Reluctant Chef",Gabrielle Hamilton,669,2246,7428,10210,6123
1924.0,Poirot Investigates,Agatha Christie,216,1003,6529,10450,11210
2005.0,"Harry Potter Collection (Harry Potter, #1-6)",J.K. Rowling,203,186,946,3891,21048
1957.0,The Naked Sun,Isaac Asimov,61,584,5820,14039,11032
1853.0,"Bartleby, the Scrivener: A Story of Wall Street",Herman Melville,710,2028,7207,11693,10092
2015.0,The Bazaar of Bad Dreams,Stephen King,395,1213,6521,12347,7963
2009.0,Hypnotisören,"Lars Kepler, Ann Long",1083,2985,8649,11008,6707
1983.0,On a Pale Horse,Piers Anthony,320,1065,5332,11300,12538
2008.0,"Sookie Stackhouse, Books 1-7",Charlaine Harris,389,591,2613,5934,15832
1985.0,The Sands of Time,Sidney Sheldon,520,2117,7426,7837,5006
2001.0,The Dirt: Confessions of the World's Most Notorious Rock Band,"Tommy Lee, Vince Neil, Nikki Sixx, Neil Strauss, Mick Mars, Tommy Lee",411,893,3898,7900,10813
1961.0,Ten Apples Up on Top,"Theo LeSieg, Roy McKie",439,1517,6152,7340,13572
1925.0,An American Tragedy ,"Theodore Dreiser, Richard R. Lingeman",752,1697,5683,9246,9610
1938.0,The Snows of Kilimanjaro and Other Stories,Ernest Hemingway,388,1539,6693,10765,7708
1991.0,,"Brynne Stephens, Lela Dowling, Cynthia Martin, Anne McCaffrey",100,243,3313,8990,17172
2011.0,Silver Girl,Elin Hilderbrand,268,1224,7284,11488,7091
1995.0,Practical Magic,Alice Hoffman,601,2531,9916,13285,9673
2012.0,Trapped ,Kevin Hearne,80,511,4158,12311,14163
2002.0,Midnight for Charlie Bone,Jenny Nimmo,922,2582,9164,11326,10061
2015.0,Illuminae,"Amie Kaufman, Jay Kristoff",879,1732,5262,14328,26986
1984.0,The Black Company,Glen Cook,762,1662,5770,10645,10174
1978.0,War and Remembrance,Herman Wouk,98,414,3212,9250,15035
1983.0,The Woman in Black,"Susan Hill, John Lawrence",732,3039,9986,11982,7622
1972.0,The Best Christmas Pageant Ever,Barbara Robinson,597,1332,5718,10680,16569
1996.0,A Clash of Kings,George R.R. Martin,99,219,1585,6409,14261
1962.0,King Rat,James Clavell,155,853,5448,10580,10342
2012.0,Fear,Michael  Grant,521,1130,4973,11375,17941
2015.0,,"Colleen Hoover, Tarryn Fisher",307,1288,6551,13499,14172
1984.0,The Fourth Protocol,Frederick Forsyth,184,721,5949,11255,7798
2003.0,Lord John and the Private Matter,Diana Gabaldon,913,2967,10145,10334,7823
2011.0,The Goddess Test,Aimee Carter,1755,3909,10846,14765,15805
2006.0,The Ghost Map,Steven Johnson,534,1464,6213,10670,8351
2011.0,Eve,Anna Carey,1480,3697,10229,11950,10408
2014.0,The Target,David Baldacci,286,920,5470,12191,9288
1973.0,On Photography,Susan Sontag,1666,1609,4529,7771,8921
2007.0,Protect and Defend,Vince Flynn,116,393,3173,9658,13423
1995.0,Songs in Ordinary Time,Mary McGarry Morris,857,2112,8250,9765,6344
2006.0,Thunderstruck,Erik Larson,347,1952,9255,11516,4909
2008.0,"Physics of the Impossible: A Scientific Exploration of the World of Phasers, Force Fields, Teleportation, and Time Travel",Michio Kaku,605,964,4342,8934,9752
1995.0,The Midwife's Apprentice,Karen Cushman,756,2537,10586,12275,7991
2002.0,The Crimson Petal and the White,Michel Faber,1071,2318,6468,10610,10228
2006.0,A Spot of Bother,Mark Haddon,859,3216,10056,10123,3876
2014.0,Silver Shadows,Richelle Mead,228,898,4922,13522,23002
1978.0,Tales of the City,Armistead Maupin,460,1282,5278,9881,10775
1943.0,Perelandra,C.S. Lewis,481,2016,6904,10570,11521
2009.0,Tricks,Ellen Hopkins,405,975,4143,8072,15775
1976.0,Eaters of the Dead,Michael Crichton,751,2738,8799,10056,6249
2012.0,Heir of Novron,Michael J. Sullivan,119,344,2314,8956,16418
1820.0,The Legend of Sleepy Hollow,Washington Irving,526,2560,10103,11766,8224
2008.0,Just the Sexiest Man Alive,Julie James,926,2017,8414,13961,12782
2011.0,10th Anniversary,"James Patterson, Maxine Paetro",253,1140,6909,12600,11655
2005.0,The Island,Victoria Hislop,529,1435,5310,9997,9571
1989.0,The Good Guy,Dean Koontz,401,1647,8173,11134,7221
1980.0,Whispers,Dean Koontz,342,1392,7421,9691,8500
2010.0,The Weed That Strings the Hangman's Bag,Alan Bradley,186,977,8450,17485,10499
1992.0,Hideaway,Dean Koontz,352,1581,8621,10473,7618
1987.0,Knots & Crosses,"Ian Rankin, Mircea Pricăjan",460,1521,8004,12390,7459
1953.0,"A Good Man Is Hard to Find, and Other Stories",Flannery O'Connor,337,970,4098,10210,14377
2004.0,"The Walking Dead, Vol. 2: Miles Behind Us","Robert Kirkman, Charlie Adlard",105,564,4272,11550,13156
2008.0,Tribes: We Need You to Lead Us,Seth Godin,808,1697,5868,8865,7612
1997.0,Wasted: A Memoir of Anorexia and Bulimia ,Marya Hornbacher,512,1585,5707,8570,10092
2010.0,,Anna Quindlen,511,1632,7286,12808,7113
1865.0,,"Lewis Carroll, John Tenniel",327,888,4044,7864,12487
2010.0,Black Magic Sanction,Kim Harrison,135,538,4238,13520,20842
2011.0,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health ",William  Davis,1011,2062,6561,8379,6671
2015.0,End of Days,Susan Ee,497,1891,7198,13468,16547
1963.0,The Best of H.P. Lovecraft ,"H.P. Lovecraft, August Derleth, Robert Bloch",226,611,3290,8631,13335
1970.0,The Crystal Cave,Mary  Stewart,294,1175,6673,13794,14392
2011.0,Pale Demon,Kim Harrison,165,401,3495,12334,22134
1926.0,The Call of Cthulhu and Other Weird Stories,"H.P. Lovecraft, S.T. Joshi",221,775,3876,9773,12923
1995.0,"Conversations with God, An Uncommon Dialogue: Living in the World with Honesty, Courage, and Love, Book 1",Neale Donald Walsch,750,1119,3495,6307,11317
2015.0,You're Never Weird on the Internet (Almost),"Felicia Day, Joss Whedon",799,1135,4585,11341,13770
2011.0,Now You See Her,"James Patterson, Michael Ledwidge",316,1145,6160,10705,8726
1995.0,Glory in Death,J.D. Robb,121,677,6205,15174,17779
2013.0,"Hawkeye, Volume 1: My Life as a Weapon","Matt Fraction, David Aja, Javier Pulido, Matt Hollingsworth, Chris Eliopoulos, Alan Davis",1155,1134,4262,10558,15618
1965.0,"Over Sea, Under Stone",Susan Cooper,740,2184,9763,13869,10783
2002.0,Absolute Batman Hush,"Jeph Loeb, Jim Lee, Scott Williams, Alex Sinclair, Richard Starkings",206,752,3455,8838,13115
2000.0,神の子どもたちはみな踊る,"Haruki Murakami, Jay Rubin",224,1496,8209,11858,5696
2009.0,"I, Alex Cross",James Patterson,295,1227,7037,12058,9831
2001.0,Love That Dog,Sharon Creech,750,1929,6240,9465,12593
1999.0,A Man Named Dave: A Story of Triumph and Forgiveness,Dave Pelzer,445,1942,6950,7537,8775
2006.0,"Danse Macabre (Anita Blake, Vampire Hunter, #14)",Laurell K. Hamilton,1596,3750,9051,10973,13841
1912.0,Tarzan of the Apes,Edgar Rice Burroughs,558,1970,8236,11543,10018
1978.0,"The White Dragon (Pern: Dragonriders of Pern, #3)",Anne McCaffrey,174,1022,6685,12640,15300
2007.0,"Bright Lights, Big Ass: A Self-Indulgent, Surly, Ex-Sorority Girl's Guide to Why it Often Sucks in the City, or Who are These Idiots and Why Do They All Live Next Door to Me?",Jen Lancaster,613,1256,4956,9069,11246
1943.0,The Magic Faraway Tree,Enid Blyton,423,892,3848,7438,14910
1993.0,The Robber Bride,Margaret Atwood,438,1812,8559,13396,7716
2008.0,Pleasure Unbound,Larissa Ione,1049,2062,7466,14769,17663
2007.0,Midnight Awakening ,Lara Adrian,254,953,5598,12419,17508
1980.0,The Shock of the New,Robert Hughes,1785,1809,4452,5889,7668
2008.0,A Prisoner of Birth,Jeffrey Archer,190,771,4656,10478,9097
2010.0,Thirst No. 2,Christopher Pike,979,1795,4803,6131,12861
2003.0,Thr3e,Ted Dekker,512,1268,4975,9064,11119
1998.0,King Leopold's Ghost,Adam Hochschild,453,901,3910,10021,11116
2012.0,Guilty Wives,"James Patterson, David Ellis",816,1865,6439,9549,7956
2012.0,Between the Lines,"Jodi Picoult, Samantha van Leer",1447,4020,9832,9857,8187
2011.0,The Midwife's Confession,Diane Chamberlain,290,1003,5411,12249,9617
2011.0,Tales From a Not-So-Talented Pop Star,Rachel Renée Russell,532,954,3388,5579,14550
2011.0,Habibi,Craig Thompson,935,1624,4927,8831,12100
2011.0,The House of Silk,Anthony Horowitz,551,1256,6201,12330,8836
2000.0,The Lion's Game,Nelson DeMille,215,682,4064,10942,10679
2012.0,Deity,Jennifer L. Armentrout,451,835,4202,12021,24088
1854.0,,"Henry David Thoreau, W.S. Merwin",851,1807,6003,9531,10992
2007.0,"Black Bird, Volume 1","Kanoko Sakurakouji, JN Productions, Pancha Diaz",1182,1762,4473,6150,13724
2016.0,Paper Princess,"Erin Watt, Elle Kennedy, Jen Frederick",1456,2164,6381,12999,18366
2004.0,Little Children,Tom Perrotta,600,2405,8214,10664,4450
1976.0,The Boys from Brazil,Ira Levin,160,818,5776,11165,9389
1994.0,Interesting Times,Terry Pratchett,126,661,5613,12693,12812
2008.0,Dark Desires After Dusk,Kresley Cole,145,617,4334,12218,20225
1991.0,,"Patricia C. Wrede, Peter de Sève",332,832,5634,12334,17498
2012.0,The Sandcastle Girls,Chris Bohjalian,503,1602,6820,12702,7576
2010.0,Kiss of Death,"Rachel Caine, Cynthia Holloway",327,1116,6065,10828,16978
2013.0,Fixed on You,Laurelin Paige,549,1431,6719,15473,17977
2009.0,"Maximum Ride: The Manga, Vol. 1","James Patterson, NaRae Lee",647,1208,3910,6128,14602
2012.0,The Last Boyfriend,"Nora Roberts, MacLeod Andrews",216,1230,7349,12983,12496
2008.0,Drengen i kufferten,"Lene Kaaberbøl, Agnete Friis",700,2179,8978,10626,4583
2015.0,So You’ve Been Publicly Shamed,Jon Ronson,371,1098,6251,12947,7179
-385.0,Συμπόσιον,"Plato, Christopher Gill",367,1425,5939,10145,10126
2003.0,Vernon God Little,D.B.C. Pierre,1298,2534,6613,8700,5328
2000.0,A Darkness More Than Night,Michael Connelly,137,609,5609,13854,10914
1972.0,Otherwise Known as Sheila the Great,Judy Blume,369,1552,8886,11265,11076
1975.0,For Colored Girls Who Have Considered Suicide When the Rainbow Is Enuf ,Ntozake Shange,341,760,3590,7369,12774
2016.0,The Obsession,Nora Roberts,909,1343,5262,12585,17412
2006.0,"Micah (Anita Blake, Vampire Hunter, #13)",Laurell K. Hamilton,2323,4989,9990,9063,12169
2010.0,Twice Bitten ,Chloe Neill,384,1123,6234,14041,18801
2000.0,The Last Precinct,Patricia Cornwell,404,1819,8031,10437,7983
2011.0,Girls in White Dresses,Jennifer Close,2392,5526,9757,6717,3474
1932.0,Cold Comfort Farm,"Stella Gibbons, Lynne Truss, Roz Chast",740,1975,7461,12189,10874
2013.0,Just One Year,Gayle Forman,656,2160,8039,12649,10850
2016.0,One With You,Sylvia Day,1026,2321,7060,11734,16360
1988.0,,"Rainer Metzger, Ingo F. Walther",738,1063,3993,6783,11647
2012.0,,Chris Guillebeau,863,1877,6655,9653,8705
1999.0,The Lust Lizard of Melancholy Cove,Christopher Moore,232,1410,7793,10969,7199
1988.0,Mona Lisa Overdrive,William Gibson,147,942,6865,12193,8364
2016.0,,Trevor Noah,532,556,3384,16837,32120
1969.0,The Cay,Theodore Taylor,855,2358,7433,9173,7485
1992.0,The Secret,Julie Garwood,304,888,5180,11518,16813
2009.0,North of Beautiful,Justina Chen,1063,2329,6939,10229,12240
1993.0,The Stone Diaries,Carol Shields,572,1931,7485,11710,8397
1997.0,The Power of a Praying Woman,Stormie Omartian,208,483,2643,5376,12162
2007.0,Shoe Addicts Anonymous ,Beth Harbison,1259,2686,7556,7451,5914
1992.0,Frøken Smillas fornemmelse for sne,"Peter Høeg, Tiina Nunnally",956,2633,8240,12347,7667
2007.0,Shakespeare: The World as Stage ,Bill Bryson,700,1626,8001,11844,7128
2001.0,The Smoke Jumper,Nicholas Evans,372,1080,5498,9437,10036
2009.0,Willow,Julia Hoban,1030,2217,6034,8645,11840
2003.0,Living History,Hillary Rodham Clinton,939,1726,6602,8830,6716
2000.0,Batman: Dark Victory,"Jeph Loeb, Tim Sale",286,804,4184,8980,9346
2009.0,The Hare with Amber Eyes: A Family's Century of Art and Loss,Edmund de Waal,1302,2052,5240,8148,9282
1977.0,A Spell for Chameleon,Piers Anthony,520,1699,7899,11888,10595
1969.0,"Hand, Hand, Fingers, Thumb","Al Perkins, Eric Gurney",401,1090,4246,5843,12928
2012.0,Starters,Lissa Price,720,2174,8127,13140,11363
2008.0,Dark Needs at Night's Edge,Kresley Cole,181,824,5181,12532,19836
1955.0,Pedro Páramo,"Juan Rulfo, Margaret Sayers Peden, Susan Sontag",570,1544,4921,8656,10692
1939.0,Anne of Ingleside,L.M. Montgomery,249,1593,8660,13635,14432
2005.0,The Middle Place,Kelly Corrigan,324,1523,6778,10004,6886
1995.0,Deal Breaker,Harlan Coben,511,1181,7784,14873,9775
1922.0,The Waste Land,"T.S. Eliot, Michael North",727,1526,5361,9983,14060
2015.0,The Royal We,"Heather Cocks, Jessica  Morgan",751,1929,7071,11415,7417
2000.0,The Viscount Who Loved Me,Julia Quinn,167,866,6518,15189,16064
2006.0,Peter and the Shadow Thieves,"Dave Barry, Ridley Pearson, Greg Call",310,951,5480,11230,12850
1996.0,Drown,Junot Díaz,189,850,4736,11089,8246
2008.0,The Beach House,Jane Green,582,2456,9103,9733,5345
1990.0,Nesmrtelnost,Milan Kundera,206,859,4186,8619,9244
2013.0,Best Kept Secret,Jeffrey Archer,240,1094,6448,11057,7657
2005.0,Spin,Robert Charles Wilson,303,1192,5673,11716,9204
1956.0,Long Day's Journey Into Night,Eugene O'Neill,479,1403,5394,9803,11511
1998.0,ヘルシング 1,"Kohta Hirano, Duane Johnson",442,883,3443,6063,13201
1998.0,Soul Harvest: The World Takes Sides,"Tim LaHaye, Jerry B. Jenkins",647,1595,6083,8553,9874
2007.0,Twisted,Laurie Halse Anderson,534,2228,8166,10852,8870
1986.0,The Physician,Noah Gordon,199,595,2884,8579,13695
2005.0,Dean Koontz's Frankenstein: Prodigal Son,"Dean Koontz, Kevin J. Anderson, Scott Brick",403,1340,6147,10855,10330
2000.0,How Do Dinosaurs Say Goodnight?,"Jane Yolen, Mark Teague",360,1260,5582,8101,12885
1645.0,五輪書 [Go Rin no Sho],"Miyamoto Musashi, Victor Harris",234,1070,4903,8431,10061
1996.0,Ticktock,Dean Koontz,799,2307,8096,9241,7178
1988.0,The Icarus Agenda,Robert Ludlum,199,905,6541,9780,7148
2010.0,Demon From the Dark ,Kresley Cole,142,518,3305,10591,21856
2014.0,The King,J.R. Ward,265,957,4500,11290,21206
1992.0,When Nietzsche Wept: A Novel of Obsession,Irvin D. Yalom,239,763,3396,8956,12065
1994.0,The Crossing ,Cormac McCarthy,177,775,4254,9658,9072
-350.0,Ἠθικὰ Νικομάχεια ,"Aristotle, J.A.K. Thomson, Jonathan Barnes, Hugh Tredennick",534,1557,6091,8682,8605
2011.0,,Kyle Idleman,442,891,3302,6957,11914
2006.0,"Scott Pilgrim, Volume 3: Scott Pilgrim & The Infinite Sadness",Bryan Lee O'Malley,102,564,4154,11228,14403
2005.0,Spook: Science Tackles the Afterlife,Mary Roach,802,3023,9144,9144,5624
1789.0,Songs of Innocence and of Experience,William Blake,336,1263,5566,10005,12336
2007.0,Sugar Daddy,Lisa Kleypas,827,1747,6702,11692,12716
1983.0,The Berenstain Bears and the Messy Room,"Stan Berenstain, Jan Berenstain",393,1093,5710,7224,13691
2007.0,Blaze,"Richard Bachman, Stephen King",620,2684,10146,9697,6980
1988.0,Demon Lord of Karanda,David Eddings,177,1195,7264,11949,11720
1962.0,History of Art,"H.W. Janson, Anthony F. Janson",1695,1709,4555,5994,8581
2010.0,Ice Cold,Tess Gerritsen,161,724,5467,12104,11728
1995.0,The Winter King,Bernard Cornwell,217,615,3704,9852,12986
1993.0,Sin City: A Dame to Kill For,Frank Miller,251,720,3961,9097,9983
2007.0,Leaving Paradise,Simone Elkeles,688,2184,7723,13132,14930
1997.0,ディー・エヌ・エンジェル 1,Yukiru Sugisaki,689,1837,5301,6275,11322
1996.0,Total Control,David Baldacci,214,728,5604,11006,9176
2009.0,Matterhorn: A Novel of the Vietnam War,Karl Marlantes,509,907,3153,8970,13035
2008.0,The Mysterious Benedict Society and the Perilous Journey,"Trenton Lee Stewart, Diana Sudyka",237,879,5610,12486,14632
1599.0,The Cronicle History of Henry the fift,"William Shakespeare, Barbara A. Mowat, Paul Werstine",575,2457,8314,11156,10565
-350.0,Politics,Aristotle,439,1424,5899,8275,8004
2007.0,The Wolf of Wall Street,Jordan Belfort,965,2221,5972,7835,5772
1937.0,Nachfolge,Dietrich Bonhoeffer,198,555,2801,7717,13130
2016.0,A Gentleman in Moscow,Amor Towles,517,1244,4654,14274,25631
2010.0,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,186,432,2003,7860,16521
1890.0,Sult,"Knut Hamsun, George Egerton",369,1275,4849,10474,11175
2014.0,The Book of Unknown Americans,Cristina Henriquez,277,1209,6327,11344,5871
2012.0,Fever,Lauren DeStefano,1055,3205,10268,12795,11674
1985.0,B is for Burglar,Sue Grafton,176,1344,11237,14412,8484
2008.0,When Will There Be Good News?,Kate Atkinson,366,1096,5875,13164,8374
2008.0,Joker,"Brian Azzarello, Lee Bermejo",438,1351,4656,7782,9740
1998.0,Ночной дозор ,"Sergei Lukyanenko, Andrew Bromfield",503,1708,6635,12853,10664
2014.0,Dept. of Speculation,Jenny Offill,776,2257,6130,9259,6111
2015.0,Secrets of a Charmed Life,Susan Meissner,236,569,3741,11265,9832
1976.0,The Great Santini,Pat Conroy,220,743,4387,10145,9701
1939.0,Johnny Got His Gun,Dalton Trumbo,463,1053,4303,9131,12121
1999.0,Angels Flight,Michael Connelly,61,488,5280,14394,10315
2005.0,Teacher Man,Frank McCourt,398,1970,7967,9765,6083
2008.0,Vampire Kisses: The Beginning (Vampire Kisses Omnibus),Ellen Schreiber,834,1665,4526,5274,13547
2012.0,The Last Guardian,Eoin Colfer,689,1474,6129,11925,16714
1963.0,La planète des singes,"Pierre Boulle, Xan Fielding",490,1408,6465,9507,8404
2010.0,Ghost Town,Rachel Caine,262,900,5271,10146,16852
1978.0,Evergreen,Belva Plain,256,1055,5970,8544,8406
1976.0,Experiencing God : Knowing and Doing His Will - Workbook,"Henry T. Blackaby, Claude V. King, Richard Blackaby",326,726,2935,5734,12329
1970.0,Deliverance,James Dickey,607,1425,6173,10094,7271
1977.0,Dragonsinger,Anne McCaffrey,104,658,5518,12332,16265
2013.0,Boundless,Cynthia Hand,566,1535,6503,12666,16831
2016.0,The Whistler,John Grisham,744,2189,9685,15286,11063
2004.0,"D.Gray-man, Volume 1","Katsura Hoshino, Mayumi Kobayashi",485,1049,3715,6386,12425
1983.0,The Robots of Dawn,Isaac Asimov,103,677,5409,12275,10728
2004.0,The Rule of Four,"Ian Caldwell, Dustin Thomason",1909,4958,10594,7787,3624
2013.0,The Redemption of Callie & Kayden,Jessica Sorensen,468,1629,7787,16091,17240
2013.0,,"Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Dave Marshall, Gurihiru",442,668,2675,5072,11106
2005.0,The Closers,Michael Connelly,73,525,5740,14070,9390
2003.0,Fire and Ice,Erin Hunter,197,710,4307,9341,18086
2009.0,The Darkest Whisper,Gena Showalter,170,706,4991,11953,18919
2007.0,"Love Is a Mix Tape: Life and Loss, One Song at a Time",Rob Sheffield,611,1715,6230,8644,7397
1996.0,Please Kill Me: The Uncensored Oral History of Punk,"Legs McNeil, Gillian McCain",542,818,3347,6989,10067
2016.0,,Marybeth Mayhew Whalen,400,1581,8038,12428,7215
1976.0,Frog and Toad All Year,Arnold Lobel,259,769,4414,7194,16816
1998.0,"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3)",R.A. Salvatore,171,616,2897,6601,12002
2007.0,"The Harlequin (Anita Blake, Vampire Hunter, #15)",Laurell K. Hamilton,1199,3090,8085,11138,14269
2004.0,So B. It,Sarah Weeks,324,1126,5244,9595,11207
2008.0,Found,Margaret Peterson Haddix,468,1745,7432,11819,11491
2016.0,,Emily Giffin,578,2428,9539,10457,5023
1978.0,The Basketball Diaries 1963-1966,Jim Carroll,380,1033,5445,9258,8177
1996.0,Sin City: That Yellow Bastard,Frank Miller,270,640,3534,8400,10703
1994.0,Krew elfów,Andrzej Sapkowski,152,709,4315,11554,13060
1992.0,Little Altars Everywhere,Rebecca Wells,532,2750,9728,8645,4904
2002.0,Angels,Marian Keyes,573,2029,8418,9755,6801
2011.0,A World Without Heroes,Brandon Mull,646,1236,5155,9902,11540
2008.0,The Kings of Clonmel,John Flanagan,323,715,4756,11454,17347
2016.0,The Fireman,Joe Hill,608,1756,5728,11042,8802
2014.0,The Revenge of Seven,Pittacus Lore,158,581,4234,10602,14179
1880.0,Ben-Hur: A Tale of the Christ,Lew Wallace,496,1443,5827,9129,10727
1938.0,Homage to Catalonia,"George Orwell, Lionel Trilling",176,733,4407,10529,10036
2004.0,Good Grief,Lolly Winston,449,1718,7963,9468,5752
2013.0,A Knight of the Seven Kingdoms,"George R.R. Martin, Gary Gianni",110,607,4513,12551,11664
2010.0,Misguided Angel,Melissa de la Cruz,654,2382,8415,10762,12725
2012.0,Undeniable,Madeline Sheehan,1760,2327,6763,13460,20115
2000.0,Four Blondes,Candace Bushnell,3921,5722,7219,3904,2506
1973.0,There Was an Old Lady Who Swallowed a Fly (Classic Board Books with Holes),Pam Adams,393,1162,4986,6220,13875
2016.0,The Girl In The Ice,Robert Bryndza,930,1867,7747,15080,12300
2007.0,The Long Way Home,"Joss Whedon, Georges Jeanty",708,1516,5950,8882,9959
2010.0,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,Anthony Bourdain,442,1565,7263,9840,5245
1923.0,Emily of New Moon,L.M. Montgomery,449,1371,6963,11736,14117
1925.0,Собачье сердце,"Mikhail Bulgakov, Mirra Ginsburg, Mikhail Bulgakov",192,883,4552,9477,10583
1970.0,Grendel,John Gardner,1165,2544,6756,9262,7086
2005.0,The Pale Rider,Bernard Cornwell,76,283,3463,11690,11549
1987.0,Chaos: Making a New Science,James Gleick,399,1054,5022,9039,7806
1993.0,Marvels,"Kurt Busiek, Alex Ross",285,763,3624,7190,10844
2012.0,A Hologram for the King,Dave Eggers,759,3416,9129,7439,2108
